"Position","Verb","Form","Front","Back"
"28","sentirsi","Congiuntivo Presente","loro(m) si sentono -> (che) Presente","che loro(m) si sentano"
"28","sentirsi","Congiuntivo Presente","loro(f) si sentono -> (che) Presente","che loro(f) si sentano"
"28","sentirsi","Congiuntivo Passato","io mi sento -> (che) Perfettoal","che io mi sia sentito"
"28","sentirsi","Congiuntivo Passato","tu ti senti -> (che) Perfettoal","che tu ti sia sentito"
"28","sentirsi","Congiuntivo Passato","lui si sente -> (che) Perfettoal","che lui si sia sentito"
"28","sentirsi","Congiuntivo Passato","lei si sente -> (che) Perfettoal","che lei si sia sentita"
"28","sentirsi","Congiuntivo Passato","noi ci sentiamo -> (che) Perfettoal","che noi ci siamo sentiti"
"28","sentirsi","Congiuntivo Passato","voi vi sentite -> (che) Perfettoal","che voi vi siate sentiti"
"28","sentirsi","Congiuntivo Passato","loro(m) si sentono -> (che) Perfettoal","che loro si siano sentiti"
"28","sentirsi","Congiuntivo Passato","loro(f) si sentono -> (che) Perfettoal","che loro si siano sentite"
"28","sentirsi","Congiuntivo Trapassato","io mi sento -> (che) Trapassato","che io mi fossi sentito"
"28","sentirsi","Congiuntivo Trapassato","tu ti senti -> (che) Trapassato","che tu ti fossi sentito"
"28","sentirsi","Congiuntivo Trapassato","lui si sente -> (che) Trapassato","che lui si fosse sentito"
"28","sentirsi","Congiuntivo Trapassato","lei si sente -> (che) Trapassato","che lei si fosse sentita"
"28","sentirsi","Congiuntivo Trapassato","noi ci sentiamo -> (che) Trapassato","che noi ci fossimo sentiti"
"28","sentirsi","Congiuntivo Trapassato","voi vi sentite -> (che) Trapassato","che voi vi foste sentiti"
"28","sentirsi","Congiuntivo Trapassato","loro(m) si sentono -> (che) Trapassato","che loro si fossero sentiti"
"28","sentirsi","Congiuntivo Trapassato","loro(f) si sentono -> (che) Trapassato","che loro si fossero sentite"
"28","sentirsi","Congiuntivo Imperfetto","io mi sento -> (che) Imperfetto","che io mi sentissi"
"28","sentirsi","Congiuntivo Imperfetto","tu ti senti -> (che) Imperfetto","che tu ti sentissi"
"28","sentirsi","Congiuntivo Imperfetto","lui si sente -> (che) Imperfetto","che lui si sentisse"
"28","sentirsi","Congiuntivo Imperfetto","lei si sente -> (che) Imperfetto","che lei si sentisse"
"28","sentirsi","Congiuntivo Imperfetto","noi ci sentiamo -> (che) Imperfetto","che noi ci sentissimo"
"28","sentirsi","Congiuntivo Imperfetto","voi vi sentite -> (che) Imperfetto","che voi vi sentiste"
"28","sentirsi","Congiuntivo Imperfetto","loro(m) si sentono -> (che) Imperfetto","che loro(m) si sentissero"
"28","sentirsi","Congiuntivo Imperfetto","loro(f) si sentono -> (che) Imperfetto","che loro(f) si sentissero"
"28","sentirsi","Condizionale Presente","io mi sento -> (se) Presente","io mi sentirei"
"28","sentirsi","Condizionale Presente","tu ti senti -> (se) Presente","tu ti sentiresti"
"28","sentirsi","Condizionale Presente","lui si sente -> (se) Presente","lui si sentirebbe"
"28","sentirsi","Condizionale Presente","lei si sente -> (se) Presente","lei si sentirebbe"
"28","sentirsi","Condizionale Presente","noi ci sentiamo -> (se) Presente","noi ci sentiremmo"
"28","sentirsi","Condizionale Presente","voi vi sentite -> (se) Presente","voi vi sentireste"
"28","sentirsi","Condizionale Presente","loro(m) si sentono -> (se) Presente","loro(m) si sentirebbero"
"28","sentirsi","Condizionale Presente","loro(f) si sentono -> (se) Presente","loro(f) si sentirebbero"
"28","sentirsi","Condizionale Passato","io mi sento -> (se) Passato","io mi sarei sentito"
"28","sentirsi","Condizionale Passato","tu ti senti -> (se) Passato","tu ti saresti sentito"
"28","sentirsi","Condizionale Passato","lui si sente -> (se) Passato","lui si sarebbe sentito"
"28","sentirsi","Condizionale Passato","lei si sente -> (se) Passato","lei si sarebbe sentita"
"28","sentirsi","Condizionale Passato","noi ci sentiamo -> (se) Passato","noi ci saremmo sentiti"
"28","sentirsi","Condizionale Passato","voi vi sentite -> (se) Passato","voi vi sareste sentiti"
"28","sentirsi","Condizionale Passato","loro(m) si sentono -> (se) Passato","loro si sarebbero sentiti"
"28","sentirsi","Condizionale Passato","loro(f) si sentono -> (se) Passato","loro si sarebbero sentite"
"29","stare","Imperfetto","io sto -> Imperfetto","io stavo"
"29","stare","Imperfetto","tu stai -> Imperfetto","tu stavi"
"29","stare","Imperfetto","lui sta -> Imperfetto","lui stava"
"29","stare","Imperfetto","lei sta -> Imperfetto","lei stava"
"29","stare","Imperfetto","noi stiamo -> Imperfetto","noi stavamo"
"29","stare","Imperfetto","voi state -> Imperfetto","voi stavate"
"29","stare","Imperfetto","loro(m) stanno -> Imperfetto","loro(m) stavano"
"29","stare","Imperfetto","loro(f) stanno -> Imperfetto","loro(f) stavano"
"29","stare","Passato remoto","io sto -> Passato Remoto","io stetti"
"29","stare","Passato remoto","tu stai -> Passato Remoto","tu stesti"
"29","stare","Passato remoto","lui sta -> Passato Remoto","lui stette"
"29","stare","Passato remoto","lei sta -> Passato Remoto","lei stette"
"29","stare","Passato remoto","noi stiamo -> Passato Remoto","noi stemmo"
"29","stare","Passato remoto","voi state -> Passato Remoto","voi steste"
"29","stare","Passato remoto","loro(m) stanno -> Passato Remoto","loro(m) stettero"
"29","stare","Passato remoto","loro(f) stanno -> Passato Remoto","loro(f) stettero"
"29","stare","Futuro semplice","io sto -> Futuro","io starò"
"29","stare","Futuro semplice","tu stai -> Futuro","tu starai"
"29","stare","Futuro semplice","lui sta -> Futuro","lui starà"
"29","stare","Futuro semplice","lei sta -> Futuro","lei starà"
"29","stare","Futuro semplice","noi stiamo -> Futuro","noi staremo"
"29","stare","Futuro semplice","voi state -> Futuro","voi starete"
"29","stare","Futuro semplice","loro(m) stanno -> Futuro","loro(m) staranno"
"29","stare","Futuro semplice","loro(f) stanno -> Futuro","loro(f) staranno"
"29","stare","Passato prossimo","io sto -> Perfetto","io sono stato"
"29","stare","Passato prossimo","tu stai -> Perfetto","tu sei stato"
"29","stare","Passato prossimo","lui sta -> Perfetto","lui è stato"
"29","stare","Passato prossimo","lei sta -> Perfetto","lei è stata"
"29","stare","Passato prossimo","noi stiamo -> Perfetto","noi siamo stati"
"29","stare","Passato prossimo","voi state -> Perfetto","voi siete stati"
"29","stare","Passato prossimo","loro(m) stanno -> Perfetto","loro sono stati"
"29","stare","Passato prossimo","loro(f) stanno -> Perfetto","loro sono state"
"29","stare","Trapassato prossimo","io sto -> Trapassato Prossimo","io ero stato"
"29","stare","Trapassato prossimo","tu stai -> Trapassato Prossimo","tu eri stato"
"29","stare","Trapassato prossimo","lui sta -> Trapassato Prossimo","lui era stato"
"29","stare","Trapassato prossimo","lei sta -> Trapassato Prossimo","lei era stata"
"29","stare","Trapassato prossimo","noi stiamo -> Trapassato Prossimo","noi eravamo stati"
"29","stare","Trapassato prossimo","voi state -> Trapassato Prossimo","voi eravate stati"
"29","stare","Trapassato prossimo","loro(m) stanno -> Trapassato Prossimo","loro erano stati"
"29","stare","Trapassato prossimo","loro(f) stanno -> Trapassato Prossimo","loro erano state"
"29","stare","Futuro anteriore","io sto -> Futuro Anteriore","io sarò stato"
"29","stare","Futuro anteriore","tu stai -> Futuro Anteriore","tu sarai stato"
"29","stare","Futuro anteriore","lui sta -> Futuro Anteriore","lui sarà stato"
"29","stare","Futuro anteriore","lei sta -> Futuro Anteriore","lei sarà stata"
"29","stare","Futuro anteriore","noi stiamo -> Futuro Anteriore","noi saremo stati"
"29","stare","Futuro anteriore","voi state -> Futuro Anteriore","voi sarete stati"
"29","stare","Futuro anteriore","loro(m) stanno -> Futuro Anteriore","loro saranno stati"
"29","stare","Futuro anteriore","loro(f) stanno -> Futuro Anteriore","loro saranno state"
"29","stare","Congiuntivo Presente","io sto -> (che) Presente","che io stia"
"29","stare","Congiuntivo Presente","tu stai -> (che) Presente","che tu stia"
"29","stare","Congiuntivo Presente","lui sta -> (che) Presente","che lui stia"
"29","stare","Congiuntivo Presente","lei sta -> (che) Presente","che lei stia"
"29","stare","Congiuntivo Presente","noi stiamo -> (che) Presente","che noi stiamo"
"29","stare","Congiuntivo Presente","voi state -> (che) Presente","che voi stiate"
"29","stare","Congiuntivo Presente","loro(m) stanno -> (che) Presente","che loro(m) stiano"
"29","stare","Congiuntivo Presente","loro(f) stanno -> (che) Presente","che loro(f) stiano"
"29","stare","Congiuntivo Passato","io sto -> (che) Perfettoal","che io sia stato"
"29","stare","Congiuntivo Passato","tu stai -> (che) Perfettoal","che tu sia stato"
"29","stare","Congiuntivo Passato","lui sta -> (che) Perfettoal","che lui sia stato"
"29","stare","Congiuntivo Passato","lei sta -> (che) Perfettoal","che lei sia stata"
"29","stare","Congiuntivo Passato","noi stiamo -> (che) Perfettoal","che noi siamo stati"
"29","stare","Congiuntivo Passato","voi state -> (che) Perfettoal","che voi siate stati"
"29","stare","Congiuntivo Passato","loro(m) stanno -> (che) Perfettoal","che loro siano stati"
"29","stare","Congiuntivo Passato","loro(f) stanno -> (che) Perfettoal","che loro siano state"
"29","stare","Congiuntivo Trapassato","io sto -> (che) Trapassato","che io fossi stato"
"29","stare","Congiuntivo Trapassato","tu stai -> (che) Trapassato","che tu fossi stato"
"29","stare","Congiuntivo Trapassato","lui sta -> (che) Trapassato","che lui fosse stato"
"29","stare","Congiuntivo Trapassato","lei sta -> (che) Trapassato","che lei fosse stata"
"29","stare","Congiuntivo Trapassato","noi stiamo -> (che) Trapassato","che noi fossimo stati"
"29","stare","Congiuntivo Trapassato","voi state -> (che) Trapassato","che voi foste stati"
"29","stare","Congiuntivo Trapassato","loro(m) stanno -> (che) Trapassato","che loro fossero stati"
"29","stare","Congiuntivo Trapassato","loro(f) stanno -> (che) Trapassato","che loro fossero state"
"29","stare","Congiuntivo Imperfetto","io sto -> (che) Imperfetto","che io stessi"
"29","stare","Congiuntivo Imperfetto","tu stai -> (che) Imperfetto","che tu stessi"
"29","stare","Congiuntivo Imperfetto","lui sta -> (che) Imperfetto","che lui stesse"
"29","stare","Congiuntivo Imperfetto","lei sta -> (che) Imperfetto","che lei stesse"
"29","stare","Congiuntivo Imperfetto","noi stiamo -> (che) Imperfetto","che noi stessimo"
"29","stare","Congiuntivo Imperfetto","voi state -> (che) Imperfetto","che voi steste"
"29","stare","Congiuntivo Imperfetto","loro(m) stanno -> (che) Imperfetto","che loro(m) stessero"
"29","stare","Congiuntivo Imperfetto","loro(f) stanno -> (che) Imperfetto","che loro(f) stessero"
"29","stare","Condizionale Presente","io sto -> (se) Presente","io starei"
"29","stare","Condizionale Presente","tu stai -> (se) Presente","tu staresti"
"29","stare","Condizionale Presente","lui sta -> (se) Presente","lui starebbe"
"29","stare","Condizionale Presente","lei sta -> (se) Presente","lei starebbe"
"29","stare","Condizionale Presente","noi stiamo -> (se) Presente","noi staremmo"
"29","stare","Condizionale Presente","voi state -> (se) Presente","voi stareste"
"29","stare","Condizionale Presente","loro(m) stanno -> (se) Presente","loro(m) starebbero"
"29","stare","Condizionale Presente","loro(f) stanno -> (se) Presente","loro(f) starebbero"
"29","stare","Condizionale Passato","io sto -> (se) Passato","io sarei stato"
"29","stare","Condizionale Passato","tu stai -> (se) Passato","tu saresti stato"
"29","stare","Condizionale Passato","lui sta -> (se) Passato","lui sarebbe stato"
"29","stare","Condizionale Passato","lei sta -> (se) Passato","lei sarebbe stata"
"29","stare","Condizionale Passato","noi stiamo -> (se) Passato","noi saremmo stati"
"29","stare","Condizionale Passato","voi state -> (se) Passato","voi sareste stati"
"29","stare","Condizionale Passato","loro(m) stanno -> (se) Passato","loro sarebbero stati"
"29","stare","Condizionale Passato","loro(f) stanno -> (se) Passato","loro sarebbero state"
"30","svegliarsi","Imperfetto","io mi sveglio -> Imperfetto","io mi svegliavo"
"30","svegliarsi","Imperfetto","tu ti svegli -> Imperfetto","tu ti svegliavi"
"30","svegliarsi","Imperfetto","lui si sveglia -> Imperfetto","lui si svegliava"
"30","svegliarsi","Imperfetto","lei si sveglia -> Imperfetto","lei si svegliava"
"30","svegliarsi","Imperfetto","noi ci svegliamo -> Imperfetto","noi ci svegliavamo"
"30","svegliarsi","Imperfetto","voi vi svegliate -> Imperfetto","voi vi svegliavate"
"30","svegliarsi","Imperfetto","loro(m) si svegliano -> Imperfetto","loro(m) si svegliavano"
"30","svegliarsi","Imperfetto","loro(f) si svegliano -> Imperfetto","loro(f) si svegliavano"
"30","svegliarsi","Passato remoto","io mi sveglio -> Passato Remoto","io mi svegliai"
"30","svegliarsi","Passato remoto","tu ti svegli -> Passato Remoto","tu ti svegliasti"
"30","svegliarsi","Passato remoto","lui si sveglia -> Passato Remoto","lui si svegliò"
"30","svegliarsi","Passato remoto","lei si sveglia -> Passato Remoto","lei si svegliò"
"30","svegliarsi","Passato remoto","noi ci svegliamo -> Passato Remoto","noi ci svegliammo"
"30","svegliarsi","Passato remoto","voi vi svegliate -> Passato Remoto","voi vi svegliaste"
"30","svegliarsi","Passato remoto","loro(m) si svegliano -> Passato Remoto","loro(m) si svegliarono"
"30","svegliarsi","Passato remoto","loro(f) si svegliano -> Passato Remoto","loro(f) si svegliarono"
"30","svegliarsi","Futuro semplice","io mi sveglio -> Futuro","io mi sveglierò"
"30","svegliarsi","Futuro semplice","tu ti svegli -> Futuro","tu ti sveglierai"
"30","svegliarsi","Futuro semplice","lui si sveglia -> Futuro","lui si sveglierà"
"30","svegliarsi","Futuro semplice","lei si sveglia -> Futuro","lei si sveglierà"
"30","svegliarsi","Futuro semplice","noi ci svegliamo -> Futuro","noi ci sveglieremo"
"30","svegliarsi","Futuro semplice","voi vi svegliate -> Futuro","voi vi sveglierete"
"30","svegliarsi","Futuro semplice","loro(m) si svegliano -> Futuro","loro(m) si sveglieranno"
"30","svegliarsi","Futuro semplice","loro(f) si svegliano -> Futuro","loro(f) si sveglieranno"
"30","svegliarsi","Passato prossimo","io mi sveglio -> Perfetto","io mi sono svegliato"
"30","svegliarsi","Passato prossimo","tu ti svegli -> Perfetto","tu ti sei svegliato"
"30","svegliarsi","Passato prossimo","lui si sveglia -> Perfetto","lui si è svegliato"
"30","svegliarsi","Passato prossimo","lei si sveglia -> Perfetto","lei si è svegliata"
"30","svegliarsi","Passato prossimo","noi ci svegliamo -> Perfetto","noi ci siamo svegliati"
"30","svegliarsi","Passato prossimo","voi vi svegliate -> Perfetto","voi vi siete svegliati"
"30","svegliarsi","Passato prossimo","loro(m) si svegliano -> Perfetto","loro si sono svegliati"
"30","svegliarsi","Passato prossimo","loro(f) si svegliano -> Perfetto","loro si sono svegliate"
"30","svegliarsi","Trapassato prossimo","io mi sveglio -> Trapassato Prossimo","io mi ero svegliato"
"30","svegliarsi","Trapassato prossimo","tu ti svegli -> Trapassato Prossimo","tu ti eri svegliato"
"30","svegliarsi","Trapassato prossimo","lui si sveglia -> Trapassato Prossimo","lui si era svegliato"
"30","svegliarsi","Trapassato prossimo","lei si sveglia -> Trapassato Prossimo","lei si era svegliata"
"30","svegliarsi","Trapassato prossimo","noi ci svegliamo -> Trapassato Prossimo","noi ci eravamo svegliati"
"30","svegliarsi","Trapassato prossimo","voi vi svegliate -> Trapassato Prossimo","voi vi eravate svegliati"
"30","svegliarsi","Trapassato prossimo","loro(m) si svegliano -> Trapassato Prossimo","loro si erano svegliati"
"30","svegliarsi","Trapassato prossimo","loro(f) si svegliano -> Trapassato Prossimo","loro si erano svegliate"
"30","svegliarsi","Futuro anteriore","io mi sveglio -> Futuro Anteriore","io mi sarò svegliato"
"30","svegliarsi","Futuro anteriore","tu ti svegli -> Futuro Anteriore","tu ti sarai svegliato"
"30","svegliarsi","Futuro anteriore","lui si sveglia -> Futuro Anteriore","lui si sarà svegliato"
"30","svegliarsi","Futuro anteriore","lei si sveglia -> Futuro Anteriore","lei si sarà svegliata"
"30","svegliarsi","Futuro anteriore","noi ci svegliamo -> Futuro Anteriore","noi ci saremo svegliati"
"30","svegliarsi","Futuro anteriore","voi vi svegliate -> Futuro Anteriore","voi vi sarete svegliati"
"30","svegliarsi","Futuro anteriore","loro(m) si svegliano -> Futuro Anteriore","loro si saranno svegliati"
"30","svegliarsi","Futuro anteriore","loro(f) si svegliano -> Futuro Anteriore","loro si saranno svegliate"
"30","svegliarsi","Congiuntivo Presente","io mi sveglio -> (che) Presente","che io mi svegli"
"30","svegliarsi","Congiuntivo Presente","tu ti svegli -> (che) Presente","che tu ti svegli"
"30","svegliarsi","Congiuntivo Presente","lui si sveglia -> (che) Presente","che lui si svegli"
"30","svegliarsi","Congiuntivo Presente","lei si sveglia -> (che) Presente","che lei si svegli"
"30","svegliarsi","Congiuntivo Presente","noi ci svegliamo -> (che) Presente","che noi ci svegliamo"
"30","svegliarsi","Congiuntivo Presente","voi vi svegliate -> (che) Presente","che voi vi svegliate"
"30","svegliarsi","Congiuntivo Presente","loro(m) si svegliano -> (che) Presente","che loro(m) si sveglino"
"30","svegliarsi","Congiuntivo Presente","loro(f) si svegliano -> (che) Presente","che loro(f) si sveglino"
"30","svegliarsi","Congiuntivo Passato","io mi sveglio -> (che) Perfettoal","che io mi sia svegliato"
"30","svegliarsi","Congiuntivo Passato","tu ti svegli -> (che) Perfettoal","che tu ti sia svegliato"
"30","svegliarsi","Congiuntivo Passato","lui si sveglia -> (che) Perfettoal","che lui si sia svegliato"
"30","svegliarsi","Congiuntivo Passato","lei si sveglia -> (che) Perfettoal","che lei si sia svegliata"
"30","svegliarsi","Congiuntivo Passato","noi ci svegliamo -> (che) Perfettoal","che noi ci siamo svegliati"
"30","svegliarsi","Congiuntivo Passato","voi vi svegliate -> (che) Perfettoal","che voi vi siate svegliati"
"30","svegliarsi","Congiuntivo Passato","loro(m) si svegliano -> (che) Perfettoal","che loro si siano svegliati"
"30","svegliarsi","Congiuntivo Passato","loro(f) si svegliano -> (che) Perfettoal","che loro si siano svegliate"
"30","svegliarsi","Congiuntivo Trapassato","io mi sveglio -> (che) Trapassato","che io mi fossi svegliato"
"30","svegliarsi","Congiuntivo Trapassato","tu ti svegli -> (che) Trapassato","che tu ti fossi svegliato"
"30","svegliarsi","Congiuntivo Trapassato","lui si sveglia -> (che) Trapassato","che lui si fosse svegliato"
"30","svegliarsi","Congiuntivo Trapassato","lei si sveglia -> (che) Trapassato","che lei si fosse svegliata"
"30","svegliarsi","Congiuntivo Trapassato","noi ci svegliamo -> (che) Trapassato","che noi ci fossimo svegliati"
"30","svegliarsi","Congiuntivo Trapassato","voi vi svegliate -> (che) Trapassato","che voi vi foste svegliati"
"30","svegliarsi","Congiuntivo Trapassato","loro(m) si svegliano -> (che) Trapassato","che loro si fossero svegliati"
"30","svegliarsi","Congiuntivo Trapassato","loro(f) si svegliano -> (che) Trapassato","che loro si fossero svegliate"
"30","svegliarsi","Congiuntivo Imperfetto","io mi sveglio -> (che) Imperfetto","che io mi svegliassi"
"30","svegliarsi","Congiuntivo Imperfetto","tu ti svegli -> (che) Imperfetto","che tu ti svegliassi"
"30","svegliarsi","Congiuntivo Imperfetto","lui si sveglia -> (che) Imperfetto","che lui si svegliasse"
"30","svegliarsi","Congiuntivo Imperfetto","lei si sveglia -> (che) Imperfetto","che lei si svegliasse"
"30","svegliarsi","Congiuntivo Imperfetto","noi ci svegliamo -> (che) Imperfetto","che noi ci svegliassimo"
"30","svegliarsi","Congiuntivo Imperfetto","voi vi svegliate -> (che) Imperfetto","che voi vi svegliaste"
"30","svegliarsi","Congiuntivo Imperfetto","loro(m) si svegliano -> (che) Imperfetto","che loro(m) si svegliassero"
"30","svegliarsi","Congiuntivo Imperfetto","loro(f) si svegliano -> (che) Imperfetto","che loro(f) si svegliassero"
"30","svegliarsi","Condizionale Presente","io mi sveglio -> (se) Presente","io mi sveglierei"
"30","svegliarsi","Condizionale Presente","tu ti svegli -> (se) Presente","tu ti sveglieresti"
"30","svegliarsi","Condizionale Presente","lui si sveglia -> (se) Presente","lui si sveglierebbe"
"30","svegliarsi","Condizionale Presente","lei si sveglia -> (se) Presente","lei si sveglierebbe"
"30","svegliarsi","Condizionale Presente","noi ci svegliamo -> (se) Presente","noi ci sveglieremmo"
"30","svegliarsi","Condizionale Presente","voi vi svegliate -> (se) Presente","voi vi svegliereste"
"30","svegliarsi","Condizionale Presente","loro(m) si svegliano -> (se) Presente","loro(m) si sveglierebbero"
"30","svegliarsi","Condizionale Presente","loro(f) si svegliano -> (se) Presente","loro(f) si sveglierebbero"
"30","svegliarsi","Condizionale Passato","io mi sveglio -> (se) Passato","io mi sarei svegliato"
"30","svegliarsi","Condizionale Passato","tu ti svegli -> (se) Passato","tu ti saresti svegliato"
"30","svegliarsi","Condizionale Passato","lui si sveglia -> (se) Passato","lui si sarebbe svegliato"
"30","svegliarsi","Condizionale Passato","lei si sveglia -> (se) Passato","lei si sarebbe svegliata"
"30","svegliarsi","Condizionale Passato","noi ci svegliamo -> (se) Passato","noi ci saremmo svegliati"
"30","svegliarsi","Condizionale Passato","voi vi svegliate -> (se) Passato","voi vi sareste svegliati"
"30","svegliarsi","Condizionale Passato","loro(m) si svegliano -> (se) Passato","loro si sarebbero svegliati"
"30","svegliarsi","Condizionale Passato","loro(f) si svegliano -> (se) Passato","loro si sarebbero svegliate"
"31","tenere","Imperfetto","io tengo -> Imperfetto","io tenevo"
"31","tenere","Imperfetto","tu tieni -> Imperfetto","tu tenevi"
"31","tenere","Imperfetto","lui tiene -> Imperfetto","lui teneva"
"31","tenere","Imperfetto","lei tiene -> Imperfetto","lei teneva"
"31","tenere","Imperfetto","noi teniamo -> Imperfetto","noi tenevamo"
"31","tenere","Imperfetto","voi tenete -> Imperfetto","voi tenevate"
"31","tenere","Imperfetto","loro(m) tengono -> Imperfetto","loro(m) tenevano"
"31","tenere","Imperfetto","loro(f) tengono -> Imperfetto","loro(f) tenevano"
"31","tenere","Passato remoto","io tengo -> Passato Remoto","io tenni"
"31","tenere","Passato remoto","tu tieni -> Passato Remoto","tu tenesti"
"31","tenere","Passato remoto","lui tiene -> Passato Remoto","lui tenne"
"31","tenere","Passato remoto","lei tiene -> Passato Remoto","lei tenne"
"31","tenere","Passato remoto","noi teniamo -> Passato Remoto","noi tenemmo"
"31","tenere","Passato remoto","voi tenete -> Passato Remoto","voi teneste"
"31","tenere","Passato remoto","loro(m) tengono -> Passato Remoto","loro(m) tennero"
"31","tenere","Passato remoto","loro(f) tengono -> Passato Remoto","loro(f) tennero"
"31","tenere","Futuro semplice","io tengo -> Futuro","io terrò"
"31","tenere","Futuro semplice","tu tieni -> Futuro","tu terrai"
"31","tenere","Futuro semplice","lui tiene -> Futuro","lui terrà"
"31","tenere","Futuro semplice","lei tiene -> Futuro","lei terrà"
"31","tenere","Futuro semplice","noi teniamo -> Futuro","noi terremo"
"31","tenere","Futuro semplice","voi tenete -> Futuro","voi terrete"
"31","tenere","Futuro semplice","loro(m) tengono -> Futuro","loro(m) terranno"
"31","tenere","Futuro semplice","loro(f) tengono -> Futuro","loro(f) terranno"
"31","tenere","Passato prossimo","io tengo -> Perfetto","io ho tenuto"
"31","tenere","Passato prossimo","tu tieni -> Perfetto","tu hai tenuto"
"31","tenere","Passato prossimo","lui tiene -> Perfetto","lui ha tenuto"
"31","tenere","Passato prossimo","lei tiene -> Perfetto","lei ha tenuto"
"31","tenere","Passato prossimo","noi teniamo -> Perfetto","noi abbiamo tenuto"
"31","tenere","Passato prossimo","voi tenete -> Perfetto","voi avete tenuto"
"31","tenere","Passato prossimo","loro(m) tengono -> Perfetto","loro(m) hanno tenuto"
"31","tenere","Passato prossimo","loro(f) tengono -> Perfetto","loro(f) hanno tenuto"
"31","tenere","Trapassato prossimo","io tengo -> Trapassato Prossimo","io avevo tenuto"
"31","tenere","Trapassato prossimo","tu tieni -> Trapassato Prossimo","tu avevi tenuto"
"31","tenere","Trapassato prossimo","lui tiene -> Trapassato Prossimo","lui aveva tenuto"
"31","tenere","Trapassato prossimo","lei tiene -> Trapassato Prossimo","lei aveva tenuto"
"31","tenere","Trapassato prossimo","noi teniamo -> Trapassato Prossimo","noi avevamo tenuto"
"31","tenere","Trapassato prossimo","voi tenete -> Trapassato Prossimo","voi avevate tenuto"
"31","tenere","Trapassato prossimo","loro(m) tengono -> Trapassato Prossimo","loro(m) avevano tenuto"
"31","tenere","Trapassato prossimo","loro(f) tengono -> Trapassato Prossimo","loro(f) avevano tenuto"
"31","tenere","Futuro anteriore","io tengo -> Futuro Anteriore","io avrò tenuto"
"31","tenere","Futuro anteriore","tu tieni -> Futuro Anteriore","tu avrai tenuto"
"31","tenere","Futuro anteriore","lui tiene -> Futuro Anteriore","lui avrà tenuto"
"31","tenere","Futuro anteriore","lei tiene -> Futuro Anteriore","lei avrà tenuto"
"31","tenere","Futuro anteriore","noi teniamo -> Futuro Anteriore","noi avremo tenuto"
"31","tenere","Futuro anteriore","voi tenete -> Futuro Anteriore","voi avrete tenuto"
"31","tenere","Futuro anteriore","loro(m) tengono -> Futuro Anteriore","loro(m) avranno tenuto"
"31","tenere","Futuro anteriore","loro(f) tengono -> Futuro Anteriore","loro(f) avranno tenuto"
"31","tenere","Congiuntivo Presente","io tengo -> (che) Presente","che io tenga"
"31","tenere","Congiuntivo Presente","tu tieni -> (che) Presente","che tu tenga"
"31","tenere","Congiuntivo Presente","lui tiene -> (che) Presente","che lui tenga"
"31","tenere","Congiuntivo Presente","lei tiene -> (che) Presente","che lei tenga"
"31","tenere","Congiuntivo Presente","noi teniamo -> (che) Presente","che noi teniamo"
"31","tenere","Congiuntivo Presente","voi tenete -> (che) Presente","che voi teniate"
"31","tenere","Congiuntivo Presente","loro(m) tengono -> (che) Presente","che loro(m) tengano"
"31","tenere","Congiuntivo Presente","loro(f) tengono -> (che) Presente","che loro(f) tengano"
"31","tenere","Congiuntivo Passato","io tengo -> (che) Perfettoal","che io abbia tenuto"
"31","tenere","Congiuntivo Passato","tu tieni -> (che) Perfettoal","che tu abbia tenuto"
"31","tenere","Congiuntivo Passato","lui tiene -> (che) Perfettoal","che lui abbia tenuto"
"31","tenere","Congiuntivo Passato","lei tiene -> (che) Perfettoal","che lei abbia tenuto"
"31","tenere","Congiuntivo Passato","noi teniamo -> (che) Perfettoal","che noi abbiamo tenuto"
"31","tenere","Congiuntivo Passato","voi tenete -> (che) Perfettoal","che voi abbiate tenuto"
"31","tenere","Congiuntivo Passato","loro(m) tengono -> (che) Perfettoal","che loro(m) abbiano tenuto"
"31","tenere","Congiuntivo Passato","loro(f) tengono -> (che) Perfettoal","che loro(f) abbiano tenuto"
"31","tenere","Congiuntivo Trapassato","io tengo -> (che) Trapassato","che io avessi tenuto"
"31","tenere","Congiuntivo Trapassato","tu tieni -> (che) Trapassato","che tu avessi tenuto"
"31","tenere","Congiuntivo Trapassato","lui tiene -> (che) Trapassato","che lui avesse tenuto"
"31","tenere","Congiuntivo Trapassato","lei tiene -> (che) Trapassato","che lei avesse tenuto"
"31","tenere","Congiuntivo Trapassato","noi teniamo -> (che) Trapassato","che noi avessimo tenuto"
"31","tenere","Congiuntivo Trapassato","voi tenete -> (che) Trapassato","che voi aveste tenuto"
"31","tenere","Congiuntivo Trapassato","loro(m) tengono -> (che) Trapassato","che loro(m) avessero tenuto"
"31","tenere","Congiuntivo Trapassato","loro(f) tengono -> (che) Trapassato","che loro(f) avessero tenuto"
"31","tenere","Congiuntivo Imperfetto","io tengo -> (che) Imperfetto","che io tenessi"
"31","tenere","Congiuntivo Imperfetto","tu tieni -> (che) Imperfetto","che tu tenessi"
"31","tenere","Congiuntivo Imperfetto","lui tiene -> (che) Imperfetto","che lui tenesse"
"31","tenere","Congiuntivo Imperfetto","lei tiene -> (che) Imperfetto","che lei tenesse"
"31","tenere","Congiuntivo Imperfetto","noi teniamo -> (che) Imperfetto","che noi tenessimo"
"31","tenere","Congiuntivo Imperfetto","voi tenete -> (che) Imperfetto","che voi teneste"
